מחלקה,ברקוד,פריט,ספק,01/09/2025,עלות,מחיר מכירה,כמות במלאי,כמות מינימלי,כמות מקסימלי,"סה""כ עלות","סה""כ מכירה"
אפיה ומטבח,7.29012E+12,"רשת למנגל גדול 26*76 ס""מ","פעמית תבניכל שיווק בע""מ ",28/11/2025,10.5,18,35,,,367.5,630
אפיה ומטבח,6.93493E+11,שבבי פייטה 250 גר',שף קונדיטור,28/11/2025,24.19,42,11,,,266.09,462
אפיה ומטבח,6.93493E+11,שברי עוגיות אוריאו 400 גר' פרווה,שף קונדיטור,01/09/2025,23.72,33,6,,,142.32,198
אפיה ומטבח,6.93493E+11,שברי עוגיות קרמל 400 גר' פרווה,שף קונדיטור,01/09/2025,23.72,33,6,,,142.32,198
אפיה ומטבח,7.29001E+12,שומשום 200 גר' השף אלפרדו,נאמן לאורך זמן ,01/09/2025,5.95,11,21,0,0,124.95,231
אפיה ומטבח,8.35811E+11,שומשום במיכל פיזור 260 גר,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,11.21,20,10,0,0,112.1,200
אפיה ומטבח,7.29002E+12,שוקובום 700 גר' בשקית,נאמן לאורך זמן ,19/01/2026,8.85,15,9,0,0,79.65,135
אפיה ומטבח,7.29001E+12,שיבולת שועל דקה בשקית 500 גר',נאמן לאורך זמן ,14/12/2025,5.49,11,17,0,0,93.33,187
אפיה ומטבח,7.29002E+12,"שיפוד עץ יפני 15 ס""מ אר' 80 יחי'","דנטס אריזות בע""מ",29/12/2025,4.01,7,36,,,144.36,252
אפיה ומטבח,8.35811E+11,"שיפודי במבוק 15 ס""מ יקיטורי 100 יחי'","הנמל אריזות ושיווק 1984 בע""מ ",29/12/2025,4.13,8,20,,,82.6,160
אפיה ומטבח,7.29001E+12,שלט גיימר,"המרשלג  פרלינס בע""מ ",29/12/2025,20.53,36,4,,,82.12,144
אפיה ומטבח,7.29001E+12,שלט יום הולדת,"המרשלג  פרלינס בע""מ ",03/12/2025,14.1,25,2,,,28.2,50
אפיה ומטבח,7.29001E+12,שלט מזל טוב,"המרשלג  פרלינס בע""מ ",14/01/2026,14.1,25,2,,,28.2,50
אפיה ומטבח,7.29E+12,שלישיה כיף צבעוני,"החברה הדרומית לשיווק בע""מ ",01/09/2025,16.05,22,5,,,80.25,110
אפיה ומטבח,7.29011E+12,שמיכת פוך יחיד סופר ווקום,"סקטור אפיקים בע""מ ",02/12/2025,47.2,80,6,,,283.2,480
אפיה ומטבח,7.29001E+12,שמן מנוע 5w30  C2 C3 4 ל',"פטרוטק בע""מ",02/12/2025,57.82,85,40,0,0,2312.8,3400
אפיה ומטבח,7.29012E+12,שעוונית 40 מטר,"י.סולומון חוויה שבכלי בע""מ",02/12/2025,169.92,12,40,,,6796.8,480
אפיה ומטבח,7.29012E+12,שעוונית 40 מטר לבן זהב,"י.סולומון חוויה שבכלי בע""מ",01/09/2025,169.92,12,1,,,169.92,12
אפיה ומטבח,7.29012E+12,שעוונית פרחונית 40 מטר,"י.סולומון חוויה שבכלי בע""מ",04/01/2026,169.92,12,1,,,169.92,12
אפיה ומטבח,7.29002E+12,שקדי מרק שקית 350 גרם,נאמן לאורך זמן ,04/01/2026,6.25,10,18,0,0,112.5,180
אפיה ומטבח,8.35811E+11,שקיות אשפה 25 יחי' עם ידיות 75X90,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,7.08,13,15,,,106.2,195
אפיה ומטבח,8.35811E+11,שקיות אשפה עם ידיות 24 יחי',"הנמל אריזות ושיווק 1984 בע""מ ",05/01/2026,9.44,16,16,,,151.04,256
אפיה ומטבח,7.29012E+12,שקיות אשפה קטנות 40*50 אר' 4*20,"פעמית תבניכל שיווק בע""מ ",10/12/2025,4.48,10,24,0,0,107.52,240
אפיה ומטבח,7.29012E+12,שקיות הקפאה בגליל 35*25 אר 2*100,"פעמית תבניכל שיווק בע""מ ",08/12/2025,4.25,8,22,,,93.5,176
אפיה ומטבח,7.10255E+12,"שקיות זילוף עבות ירוק ח""דפ 10 יחי","רוי מרקטינג יבוא בע""מ ",26/01/2026,5.9,10,18,,,106.2,180
אפיה ומטבח,7.29002E+12,שקיות מזון אר' 150 יחי' שלישייה,"דנטס אריזות בע""מ",26/01/2026,6.84,13,57,,,389.88,741
אפיה ומטבח,7.29012E+12,שקיות נייר לבאגט,"פעמית תבניכל שיווק בע""מ ",15/01/2026,3.42,7,47,,,160.74,329
אפיה ומטבח,7.29012E+12,שקיות נייר לסנדוויץ גדול 15*26 אר' 40,"פעמית תבניכל שיווק בע""מ ",15/01/2026,3.78,8,44,,,166.32,352
אפיה ומטבח,6.92354E+12,שקיות נייר עגלת תינוק כחול,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,1.5,3,12,,,18,36
אפיה ומטבח,6.92354E+12,שקית נייר בגד תינוק כחול,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,2.25,4,12,,,27,48
אפיה ומטבח,6.92354E+12,שקית נייר לבקבוק פורים שמח כובע זהב מיטאלי,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,1.77,4,12,,,21.24,48
אפיה ומטבח,6.92354E+12,שקית נייר עגלת תינוק ורוד,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,1.5,3,11,,,16.5,33
אפיה ומטבח,6.92354E+12,שקית נייר עגלת תינוק ורוד,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,2.25,4,12,,,27,48
אפיה ומטבח,6.92354E+12,שקית נייר פורים שמח מסכה זהב מיטאלי,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,1.5,3,22,,,33,66
אפיה ומטבח,6.92354E+12,שקית נייר פורים שמח מסכה זהב מיטאלי,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,1.99,4,24,,,47.76,96
אפיה ומטבח,6.92354E+12,שקית נייר קלאמפה פורים שמח מסכה זהב מיטאלי,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,3,6,60,,,180,360
אפיה ומטבח,6.92354E+12,שקית נייר קלאפה + חלון לבן,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,1.99,4,9,,,17.91,36
אפיה ומטבח,6.92354E+12,שקית נייר קלאפה + חלון לבן,"דקל יבוא ויצור דברי נוי בע""מ ",29/01/2026,2.5,5,9,,,22.5,45
אפיה ומטבח,6.92354E+12,שקית נייר קלאפה פורים שמח כובע זהב מיטאלי,"דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,3,6,60,,,180,360
אפיה ומטבח,7.29002E+14,שקית נשיאה עם ידיות M 100 יחי' שחור,מנורה ,13/01/2026,4.72,8,30,,,141.6,240
אפיה ומטבח,7.29002E+12,שקית סודה לשתיה 100 גר',נאמן לאורך זמן ,15/01/2026,2.3,4,11,0,0,25.3,44
אפיה ומטבח,2.99062E+12,"שקף עבה לעוגה 10 ס""מ 3 מטר",דולפין יבוא ושיווק ,15/01/2026,5.78,10,6,,,34.68,60
אפיה ומטבח,6.92354E+12,שרשרת אותיות םפורים שמח כובע זהב מיטאלי,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,7,12,10,,,70,120
אפיה ומטבח,6.92354E+12,שרשרת אותיות פורים שמח כובע זהב מיטאלי,"דקל יבוא ויצור דברי נוי בע""מ ",22/01/2026,5.99,12,12,,,71.88,144
אפיה ומטבח,6.92354E+12,שרשרת אותיות פורים שמח מסכה,"דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,5.99,12,12,,,71.88,144
אפיה ומטבח,7.29011E+12,ת.רחצה קרמה מלפפון,"החברה הדרומית לשיווק בע""מ ",14/12/2025,15.1,25,12,,,181.2,300
אפיה ומטבח,7.29E+12,תבניות אינגלייש נייר בחבק אר' 4,"פעמית תבניכל שיווק בע""מ ",05/01/2026,3.78,7,5,0,0,18.9,35
אפיה ומטבח,4.83146E+12,תבניות אלומיניום שחור/זהב,"דקל יבוא ויצור דברי נוי בע""מ ",11/01/2026,4.04,10,200,,,808,2000
אפיה ומטבח, 20-140-0027,"תבניות נייר קוטר 10 ס""מ","פעמית תבניכל שיווק בע""מ ",11/01/2026,0.46,1,450,,,207,450
אפיה ומטבח,903,תבנית 105 R31,"אופל אריזות בע""מ ",11/01/2026,179.36,,5,,,896.8,0
אפיה ומטבח,904,תבנית 210 R99,"אופל אריזות בע""מ ",11/01/2026,153.4,,2,,,306.8,0
אפיה ומטבח,913,תבנית 30 R25,"אופל אריזות בע""מ ",11/01/2026,269.04,,1,,,269.04,0
אפיה ומטבח,900,תבנית 8B R29,"אופל אריזות בע""מ ",12/02/2026,141.6,,3,,,424.8,0
אפיה ומטבח,910,תבנית G105 אופל 100 יחי',"אופל אריזות בע""מ ",15/01/2026,76.7,,5,,,383.5,0
אפיה ומטבח,4.89146E+12,תבנית אלומי' קרם/זהב + מכסה אינגלייש,"דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,1.91,4,600,,,1146,2400
אפיה ומטבח,4.89146E+12,תבנית אלומי' שחור זהב + מכסה אינגלייש,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,1.91,4,100,,,191,400
אפיה ומטבח,4.89146E+12,תבנית אלומיניום עם זהב,"דקל יבוא ויצור דברי נוי בע""מ ",13/01/2026,3.53,7,200,0,0,706,1400
אפיה ומטבח,4.89146E+12,תבנית אלומיניום שחור/זהב,"דקל יבוא ויצור דברי נוי בע""מ ",13/01/2026,6.05,12,100,,,605,1200
אפיה ומטבח,7.29002E+12,תבנית אנודייז מקצועית ק18 ג10,דולפין יבוא ושיווק ,13/01/2026,34.22,62,2,,,68.44,124
אפיה ומטבח,7.29002E+12,תבנית אנודייז מקצועית ק20 ג10,דולפין יבוא ושיווק ,01/02/2026,37.76,65,2,,,75.52,130
אפיה ומטבח,7.29002E+12,תבנית אנודייז מקצועית ק23 ג 10,דולפין יבוא ושיווק ,01/02/2026,41.3,70,2,,,82.6,140
אפיה ומטבח,7.29012E+12,תבנית אפיה אובלית מזכוכית 1.6 ל' + מכסה,"י.סולומון חוויה שבכלי בע""מ",10/12/2025,19.47,38,12,,,233.64,456
אפיה ומטבח,7.29012E+12,תבנית אפיה אובלית מזכוכית 2.4 ל' + מכסה,"י.סולומון חוויה שבכלי בע""מ",19/01/2026,28.32,52,6,,,169.92,312
אפיה ומטבח,7.75986E+12,תבנית אפיה אנג'ל אנודייז עם רגליים,"רוי מרקטינג יבוא בע""מ ",01/02/2026,49.56,79,11,,,545.16,869
אפיה ומטבח,7.29002E+12,תבנית אפיה בינונית אר' 4,"דנטס אריזות בע""מ",19/01/2026,5.31,9,15,,,79.65,135
אפיה ומטבח,7.29012E+12,תבנית אפיה מלבנית + מכסה זכוכית 1.6ל',"י.סולומון חוויה שבכלי בע""מ",01/02/2026,29.5,52,8,,,236,416
אפיה ומטבח,7.29002E+12,תבנית אפיה נייר איניגלייש קייק אר' 6 יחי',"דנטס אריזות בע""מ",11/01/2026,5.31,9,35,,,185.85,315
אפיה ומטבח,7.29012E+12,תבנית אפיה עגולה + מכסה זכוכית 2.4 ל',"י.סולומון חוויה שבכלי בע""מ",03/09/2025,29.5,52,6,,,177,312
אפיה ומטבח,912,תבנית גסטרונום 50 יחי',"אופל אריזות בע""מ ",18/01/2026,100.3,,1,,,100.3,0
אפיה ומטבח,7.29001E+12,תבנית טוסטר אובן + מכסה 20/32,"משי תעשיות פלסטיק בע""מ ",10/12/2025,6.49,10,35,,,227.15,350
אפיה ומטבח,9068,תבנית מחולקת שחור,"תבניפלסט יצור ושיווק מוצרי פלסטיק בע""מ ",01/09/2025,0.53,2,300,,,159,600
אפיה ומטבח,3.13761E+12,תבנית מלבנית פיירקס 27*40,"רוי מרקטינג יבוא בע""מ ",13/01/2026,35.4,60,3,,,106.2,180
אפיה ומטבח,7.29011E+12,תבנית נייר אינגלייש קייק מקושטת,"פעמית תבניכל שיווק בע""מ ",13/01/2026,0.71,2,678,0,0,481.38,1356
אפיה ומטבח,7.29062E+12,תבנית סיליקון 4 ארטיק מגנום גדול,דולפין יבוא ושיווק ,08/12/2025,15.93,28,6,,,95.58,168
אפיה ומטבח,7.29002E+12,תבנית סיליקון 8 ארטיק מגנום קטן,דולפין יבוא ושיווק ,08/12/2025,17.11,30,6,,,102.66,180
אפיה ומטבח,7.29012E+12,תבנית סיליקון אותיות עומדות,"פעמית תבניכל שיווק בע""מ ",08/12/2025,7.67,18,17,,,130.39,306
אפיה ומטבח,7.29012E+12,תבנית סיליקון איכותית לשוקולד פרחים,"פעמית תבניכל שיווק בע""מ ",06/01/2026,4.13,8,19,,,78.47,152
אפיה ומטבח,7.29012E+12,תבנית סיליקון איכותית לשוקולד קפס' מתנה,"פעמית תבניכל שיווק בע""מ ",11/01/2026,4.13,8,20,,,82.6,160
אפיה ומטבח,7.29011E+12,"תבנית עגולה 6*12 ס""מ",אלי אקסטרה ,10/12/2025,1.18,2,100,,,118,200
אפיה ומטבח,7.29011E+12,תבנית עגולה לפאי מתפרקת קוטר 26 נון סטיק,"י.סולומון חוויה שבכלי בע""מ",10/12/2025,16.99,30,11,,,186.89,330
אפיה ומטבח,3.13761E+12,תבנית פיירקס אינגליש 8*12*28,"רוי מרקטינג יבוא בע""מ ",04/09/2025,23.6,38,6,,,141.6,228
אפיה ומטבח,3.13761E+12,תבנית פיירקס מכסה שקוף 2.6 לי',"רוי מרקטינג יבוא בע""מ ",15/12/2025,33.04,58,3,,,99.12,174
אפיה ומטבח,7.29001E+12,תבנית רוסטר בייתי 27X37,"משי תעשיות פלסטיק בע""מ ",13/01/2026,6.14,10,60,,,368.4,600
אפיה ומטבח,6.95903E+12,תושבת קצרה לדשבורד PHILIPS  M.C 360,"ברייטקום בע""מ ",13/01/2026,25.96,45,4,,,103.84,180
אפיה ומטבח,7.29002E+12,"תחתית 1 ס""מ לעוגה מלבן 45*30 ס""מ זהב",דולפין יבוא ושיווק ,13/01/2026,8.85,16,9,,,79.65,144
אפיה ומטבח,7.29002E+12,"תחתית 1 ס""מ לעוגה מלבן 45*30 ס""מ לבן",דולפין יבוא ושיווק ,13/01/2026,8.85,18,9,,,79.65,162
אפיה ומטבח,7.29002E+12,"תחתית 1 ס""מ לעוגה מרובע 29 ס""מ לבן",דולפין יבוא ושיווק ,13/01/2026,6.49,12,10,,,64.9,120
אפיה ומטבח,7.29002E+12,"תחתית 1 ס""מ לעוגה עגולה 25 ס""מ לבן",דולפין יבוא ושיווק ,13/01/2026,5.78,10,8,,,46.24,80
אפיה ומטבח,7.29002E+12,"תחתית 1 ס""מ לעוגה עגולה 29 ס""מ לבן",דולפין יבוא ושיווק ,13/01/2026,6.49,12,7,,,45.43,84
אפיה ומטבח,7.29002E+12,"תחתית 4 מ""מ לעוגה מלבן 42*29 ס""מ לבן/כסף 25יחי'",דולפין יבוא ושיווק ,13/01/2026,5.25,10,25,,,131.25,250
אפיה ומטבח,7.29002E+12,"תחתית 4 מ""מ לעוגה מרובע 25 ס""מ זהב/שחור 25יח'",דולפין יבוא ושיווק ,13/01/2026,2.89,7,25,,,72.25,175
אפיה ומטבח,7.29002E+12,"תחתית 4 מ""מ לעוגה מרובע 25 ס""מ לבן/כסף 25יחי'",דולפין יבוא ושיווק ,13/01/2026,2.89,7,25,,,72.25,175
אפיה ומטבח,7.29002E+12,"תחתית 4 מ""מ לעוגה מרובע 29 ס""מ זהב/שחור 25 יחי'",דולפין יבוא ושיווק ,13/01/2026,3.48,8,25,,,87,200
אפיה ומטבח,7.29002E+12,"תחתית 4 מ""מ לעוגה מרובע 29 ס""מ לבן/כסף 25 יחי'",דולפין יבוא ושיווק ,13/01/2026,3.48,8,25,,,87,200
אפיה ומטבח,7.29002E+12,"תחתית 4 מ""מ לעוגה עגולה 25 ס""מ זהב/שחור 25יח'",דולפין יבוא ושיווק ,13/01/2026,2.89,7,25,,,72.25,175
אפיה ומטבח,7.29002E+12,"תחתית 4 מ""מ לעוגה עגולה 25 ס""מ לבן/כסף 25יח'",דולפין יבוא ושיווק ,13/01/2026,2.89,7,25,,,72.25,175
אפיה ומטבח,7.29002E+12,"תחתית 4 מ""מ לעוגה עגולה 29 ס""מ זהב/שחור 25 יחי'",דולפין יבוא ושיווק ,08/12/2025,3.48,8,25,,,87,200
אפיה ומטבח,7.29002E+12,"תחתית 4 מ""מ לעוגה עגולה 29 ס""מ לבן/כסף 25 יחי'",דולפין יבוא ושיווק ,14/01/2026,3.48,8,25,,,87,200
אפיה ומטבח,19307064464,תחתית לעוגה זהב/שחור,"דנטס אריזות בע""מ",15/01/2026,141.6,,1,,,141.6,0
אפיה ומטבח,7.29012E+12,תיבת כוורת 30 BAMBOO,"סקטור אפיקים בע""מ ",25/01/2026,11.8,22,22,,,259.6,484
אפיה ומטבח,6.92833E+12,תיק נייר + ידיות ציפוי פלסטי חום,"דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,2.53,5,4,,,10.12,20
אפיה ומטבח,7.29011E+12,תמה לוק סיר מיקרו 3 לי',"רוי מרקטינג יבוא בע""מ ",01/09/2025,9.79,18,12,,,117.48,216
אפיה ומטבח,7.29001E+12,"תמצית אפיה וניל 50 מ""ל",נאמן לאורך זמן ,01/09/2025,2.71,7,17,0,0,46.07,119
אפיה ומטבח,7.29002E+12,תמצית אפיה ורדים 50גר',נאמן לאורך זמן ,01/09/2025,2.83,7,23,0,0,65.09,161
אפיה ומטבח,7.29001E+12,"תמצית אפיה רום 50 מ""ל",נאמן לאורך זמן ,06/01/2026,2.71,7,23,0,0,62.33,161
אפיה ומטבח,7.29002E+12,תמצית אפיה שקדים 50גר',נאמן לאורך זמן ,06/01/2026,2.83,7,17,0,0,48.11,119
אפיה ומטבח,7.29002E+12,תמצית בטעם אבטיח,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,7.29002E+12,תמצית בטעם אגוז לוז,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,6.93493E+11,תמצית בטעם אוראו,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,7.29002E+12,תמצית בטעם אננס,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,7.29002E+12,תמצית בטעם בזוקה,"מנדלברג בע""מ",06/01/2026,9.91,17,1,,,9.91,17
אפיה ומטבח,7.29002E+12,תמצית בטעם בננה,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,7.29002E+12,תמצית בטעם דובדבן מורלו,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,7.29002E+12,תמצית בטעם וניל,"מנדלברג בע""מ",06/01/2026,9.91,17,4,,,39.64,68
אפיה ומטבח,7.29002E+12,תמצית בטעם טופי קרמל,"מנדלברג בע""מ",06/01/2026,9.91,17,1,,,9.91,17
אפיה ומטבח,7.29002E+12,תמצית בטעם ליים,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,6.93493E+11,תמצית בטעם מי ורדים,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,6.93493E+11,תמצית בטעם מי זהר,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,6.93493E+11,תמצית בטעם מנטה,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,7.29002E+12,תמצית בטעם ענבים,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,6.93493E+11,תמצית בטעם פטל,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,7.29002E+12,תמצית בטעם פיסטוק,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
אפיה ומטבח,7.29002E+12,תמצית בטעם קוקוס,"מנדלברג בע""מ",06/01/2026,9.91,17,2,,,19.82,34
